-5.05713333333333,-1.33333333333333
-5.05713333333333,-1.32333333333333
-5.05713333333333,-1.31333333333333
-5.05713333333333,-1.30333333333333
-5.05713333333333,-1.29333333333333
-5.05713333333333,-1.28333333333333
-5.05713333333333,-1.27333333333333
-5.05713333333333,-1.26333333333333
-5.05713333333333,-1.25333333333333
-5.05713333333333,-1.24333333333333
-5.05713333333333,-1.23333333333333
-5.05713333333333,-1.22333333333333
-5.05713333333333,-1.21333333333333
-5.05713333333333,-1.20333333333333
-5.05713333333333,-1.19333333333333
-5.05713333333333,-1.18333333333333
-5.05713333333333,-1.17333333333333
-5.05713333333333,-1.16333333333333
-5.05713333333333,-1.15333333333333
-5.05713333333333,-1.14333333333333
-5.05713333333333,-1.13333333333333
-5.05713333333333,-1.12333333333333
-5.05713333333333,-1.11333333333333
-5.05713333333333,-1.10333333333333
-5.05713333333333,-1.09333333333333
-5.05713333333333,-1.08333333333333
-5.05713333333333,-1.07333333333333
-5.05713333333333,-1.06333333333333
-5.05713333333333,-1.05333333333333
-5.05713333333333,-1.04333333333333
-5.05713333333333,-1.03333333333333
-5.05713333333333,-1.02333333333333
-5.05713333333333,-1.01333333333333
-5.05713333333333,-1.00333333333333
-5.05713333333333,-0.993333333333333
-5.05713333333333,-0.983333333333333
-5.05713333333333,-0.973333333333333
-5.05713333333333,-0.963333333333333
-5.05713333333333,-0.953333333333333
-5.05713333333333,-0.943333333333333
-5.05713333333333,-0.933333333333333
-5.05713333333333,-0.923333333333333
-5.05713333333333,-0.913333333333333
-5.05713333333333,-0.903333333333333
-5.05713333333333,-0.893333333333333
-5.05713333333333,-0.883333333333333
-5.05713333333333,-0.873333333333333
-5.05713333333333,-0.863333333333333
-5.05713333333333,-0.853333333333333
-5.05713333333333,-0.843333333333333
-5.05713333333333,-0.833333333333333
-5.05713333333333,-0.823333333333333
-5.05822426241162,-0.806668177692493
-5.05789710155835,-0.796674447457554
-5.05735200648436,-0.786690232436184
-5.05658923662538,-0.77672028457399
-5.05560915501856,-0.766769349026183
-5.05441222812966,-0.756842161899143
-5.05299902563106,-0.746943447996288
-5.0513702201306,-0.737077918569324
-5.04952658685148,-0.727250269075941
-5.0474690032633,-0.717465176945036
-5.04519844866441,-0.707727299350504
-5.04271600371582,-0.698041270994678
-5.04002284992688,-0.688411701902462
-5.03712026909294,-0.678843175227208
-5.03400964268526,-0.669340245069384
-5.03069245119354,-0.659907434309069
-5.02717027342128,-0.650549232453303
-5.02344478573434,-0.641270093499334
-5.01951776126308,-0.632074433814745
-5.01539106905846,-0.622966630035513
-5.01106667320248,-0.613951016982958
-5.00654663187335,-0.605031885600609
-5.00183309636594,-0.596213480911947
-4.99692831006787,-0.5875
-4.99183460739177,-0.578895590009761
-4.98655441266424,-0.570404346174372
-4.981090238972,-0.562030309866016
-4.97544468696579,-0.553777466672437
-4.9696204436226,-0.545649744500025
-4.96362028096682,-0.537651011704336
-4.9574470547509,-0.529785075248973
-4.9511037030962,-0.522055678893669
-4.94459324509453,-0.514466501412468
-4.93791877937131,-0.507021154842822
-4.93108348261072,-0.49972318276646
-4.92409060804383,-0.492576058622832
-4.91694348390021,-0.485583184055945
-4.90964551182384,-0.47874788729536
-4.9022001652542,-0.472073421572135
-4.894610987773,-0.465562963570468
-4.88688159141769,-0.459219611915763
-4.87901565496233,-0.453046385699851
-4.87101692216664,-0.44704622304407
-4.86288919999423,-0.441221979700879
-4.85463635680065,-0.435576427694667
-4.84626232049229,-0.430112254002427
-4.83777107665691,-0.424832059274899
-4.82916666666667,-0.419738356598799
-4.82045318575472,-0.414833570300726
-4.81163478106606,-0.410120034793315
-4.80271564968371,-0.405599993464184
-4.79370003663115,-0.401275597608202
-4.78459223285192,-0.397148905403587
-4.77539657316733,-0.393221880932327
-4.76611743421336,-0.389496393245384
-4.7567592323576,-0.385974215473125
-4.74732642159728,-0.38265702398141
-4.73782349143946,-0.379546397573729
-4.7282549647642,-0.376643816739783
-4.71862539567199,-0.373950662950844
-4.70893936731616,-0.371468218002255
-4.69920148972163,-0.369197663403364
-4.68941639759073,-0.367140079815186
-4.67958874809734,-0.365296446536071
-4.66972321867038,-0.36366764103561
-4.65982450476752,-0.362254438537004
-4.64989731764048,-0.361057511648103
-4.63994638209268,-0.360077430041283
-4.62997643423048,-0.359314660182307
-4.61999221920911,-0.358769565108315
-4.60999848897417,-0.358442404255042
-4.6,-0.358333333333333
-4.59,-0.358333333333333
-4.58,-0.358333333333333
-4.57,-0.358333333333333
-4.56,-0.358333333333333
-4.55,-0.358333333333333
-4.54,-0.358333333333333
-4.53,-0.358333333333333
